ENTREZID	SYMBOL
1937	EEF1G
4277	MICB
9016	SLC25A14
101	ADAM8
10261	IGSF6
54744	NA
56605	ERO1B
1774	DNASE1L1
6949	TCOF1
5604	MAP2K1
90957	DHX57
26610	ELP4
55614	KIF16B
904	CCNT1
64418	TMEM168
10426	TUBGCP3
56986	DTWD1
10401	PIAS3
56267	KYAT3
2585	GALK2
29082	CHMP4A
392	ARHGAP1
23299	BICD2
27043	PELP1
9847	C2CD5
6940	ZNF354A
9948	WDR1
8289	ARID1A
116496	NIBAN1
2782	GNB1
4215	MAP3K3
55027	HEATR3
2000	ELF4
9111	NMI
79890	RIN3
6867	TACC1
26469	PTPN18
23673	STX12
5780	PTPN9
29078	NDUFAF4
10581	IFITM2
9871	SEC24D
4245	MGAT1
3204	HOXA7
10588	MTHFS
27042	UTP25
3419	IDH3A
5611	DNAJC3
79691	QTRT2
1176	AP3S1
23065	EMC1
56984	PSMG2
23061	TBC1D9B
196	AHR
4218	RAB8A
26523	AGO1
10311	VPS26C
256112	NA
29893	PSMC3IP
84820	POLR2J4
3188	HNRNPH2
58190	CTDSP1
8394	PIP5K1A
8263	F8A1
54880	BCOR
7270	TTF1
57639	CCDC146
8241	RBM10
6603	SMARCD2
3192	HNRNPU
57406	ABHD6
4839	NOP2
79800	CARF
9827	RGP1
10483	SEC23B
10795	ZNF268
1649	DDIT3
9766	SUSD6
9812	DELE1
8667	EIF3H
10905	MAN1A2
23126	POGZ
23670	CEMIP2
23304	UBR2
9665	MARF1
25901	CCDC28A
3840	KPNA4
4750	NEK1
54842	MFSD6
7874	USP7
27430	MAT2B
59269	HIVEP3
23390	ZDHHC17
23118	TAB2
79767	ELMO3
2033	EP300
5042	PABPC3
55251	PCMTD2
53407	STX18
55702	YJU2
549	AUH
2006	ELN
1654	DDX3X
10735	STAG2
8335	HIST1H2AB
51755	CDK12
5306	PITPNA
60685	ZFAND3
23070	CMTR1
58525	WIZ
387680	WASHC2A
4653	MYOC
9230	RAB11B
2548	GAA
23332	CLASP1
3004	GZMM
1656	DDX6
50	ACO2
6382	SDC1
9892	SNAP91
8576	STK16
5605	MAP2K2
1870	E2F2
7975	MAFK
11060	WWP2
27246	RNF115
9640	ZNF592
140609	NEK7
64097	EPB41L4A
5529	PPP2R5E
79719	AAGAB
162427	RETREG3
64755	C16orf58
80142	PTGES2
3696	ITGB8
1588	CYP19A1
5361	PLXNA1
23130	ATG2A
10499	NCOA2
9786	KIAA0586
27130	INVS
2509	FTH1P5
81688	C6orf62
51606	ATP6V1H
1392	CRH
55014	STX17
11247	NXPH4
10284	SAP18
7763	ZFAND5
3196	TLX2
53905	DUOX1
856	CATR1
8634	RTCA
3077	HFE
1314	COPA
83444	INO80B
1015	CDH17
862	RUNX1T1
1810	DR1
11067	DEPP1
10228	STX6
81544	GDPD5
1565	CYP2D6
8405	SPOP
3508	IGHMBP2
6499	SKIV2L
55662	HIF1AN
64067	NPAS3
8348	HIST1H2BO
283131	NEAT1
79733	E2F8
92689	FAM114A1
1636	ACE
25937	WWTR1
1762	DMWD
192683	SCAMP5
3698	ITIH2
9821	RB1CC1
729164	NA
63941	NECAB3
115708	TRMT61A
8291	DYSF
26235	FBXL4
10116	FEM1B
10587	TXNRD2
10957	PNRC1
11336	EXOC3
10215	OLIG2
6881	TAF10
9699	RIMS2
50859	SPOCK3
64077	LHPP
367	AR
348094	ANKDD1A
5440	POLR2K
26013	L3MBTL1
10930	APOBEC2
347733	TUBB2B
286343	LURAP1L
317662	FAM149B1
64793	CEP85
5460	POU5F1
26986	PABPC1
59340	HRH4
56929	FEM1C
6390	SDHB
1296	COL8A2
54868	TMEM104
66035	SLC2A11
2778	GNAS
9856	KIAA0319
11018	TMED1
51026	GOLT1B
54535	CCHCR1
51335	NGRN
8315	BRAP
9842	PLEKHM1
7257	TSNAX
22833	NA
3981	LIG4
23389	MED13L
84934	RITA1
57472	CNOT6
85477	SCIN
80199	FUZ
55301	OLAH
79943	ZNF696
23588	KLHDC2
22938	SNW1
84253	GARNL3
5704	PSMC4
4987	OPRL1
10347	ABCA7
10555	AGPAT2
23399	CTDNEP1
22854	NTNG1
2731	GLDC
55212	BBS7
51393	TRPV2
51441	YTHDF2
5223	PGAM1
6185	RPN2
2821	GPI
9488	PIGB
5908	RAP1B
11222	MRPL3
11073	TOPBP1
10449	ACAA2
2820	GPD2
6745	SSR1
2923	PDIA3
8872	CDC123
2745	GLRX
10651	MTX2
3181	HNRNPA2B1
83759	RBM4B
9782	MATR3
57470	LRRC47
10611	PDLIM5
9282	MED14
55257	MRGBP
30001	ERO1A
3839	KPNA3
81790	RNF170
6617	SNAPC1
23435	TARDBP
57496	MRTFB
8895	CPNE3
23478	SEC11A
6629	SNRPB2
9989	PPP4R1
8672	EIF4G3
3954	LETM1
55660	PRPF40A
51642	MRPL48
11325	DDX42
6760	SS18
26286	ARFGAP3
406991	MIR21
159	ADSS
9188	DDX21
79084	WDR77
6874	TAF4
1108	CHD4
7260	EIPR1
23350	U2SURP
7873	MANF
64860	ARMCX5
84193	SETD3
3796	KIF2A
390612	RPL18P11
10621	POLR3F
55754	TMEM30A
253943	YTHDF3
6227	RPS21
5250	SLC25A3
10134	BCAP31
4217	MAP3K5
648	BMI1
23169	SLC35D1
3313	HSPA9
377	ARF3
374354	NHLRC2
51622	CCZ1
54530	NA
2665	GDI2
7347	UCHL3
51691	LSM8
5216	PFN1
2976	GTF3C2
266655	BRD3OS
4704	NDUFA9
79892	MCMBP
5236	PGM1
23412	COMMD3
9688	NUP93
3178	HNRNPA1
9061	PAPSS1
1429	CRYZ
51765	STK26
55378	NA
81931	ZNF93
29079	MED4
6908	TBP
1716	DGUOK
23173	METAP1
4361	MRE11
79081	LBHD1
57591	MRTFA
79184	BRCC3
51444	RNF138
11039	SMA4
10135	NAMPT
26046	LTN1
339448	C1orf174
56951	C5orf15
51241	COX16
133619	PRRC1
5550	PREP
6342	SCP2
6817	SULT1A1
80155	NAA15
6230	RPS25
1315	COPB1
11338	U2AF2
79879	CCDC134
8407	TAGLN2
6945	MLX
3654	IRAK1
54471	MIEF1
9367	RAB9A
10092	ARPC5
64421	DCLRE1C
2965	GTF2H1
8467	SMARCA5
8864	PER2
728866	NA
5547	PRCP
79709	COLGALT1
9482	STX8
23530	NNT
9658	ZNF516
8226	PUDP
54811	ZNF562
5162	PDHB
1968	EIF2S3
5862	RAB2A
50485	SMARCAL1
23197	FAF2
64397	ZNF106
27309	ZNF330
51428	DDX41
9553	MRPL33
51009	DERL2
2966	GTF2H2
23095	KIF1B
10959	TMED2
55003	PAK1IP1
5576	PRKAR2A
23609	MKRN2
7737	RNF113A
5591	PRKDC
2882	GPX7
8455	ATRN
892	CCNC
9697	TRAM2
22889	KHDC4
55272	IMP3
56478	EIF4ENIF1
9601	PDIA4
26953	RANBP6
23208	SYT11
3916	LAMP1
28964	GIT1
220988	HNRNPA3
10617	STAMBP
8664	EIF3D
9881	TRANK1
113178	SCAMP4
10915	TCERG1
23466	CBX6
126017	ZNF813
79811	SLTM
23211	ZC3H4
9439	MED23
55113	XKR8
10067	SCAMP3
226	ALDOA
8650	NUMB
79029	SPATA5L1
9703	KIAA0100
51014	TMED7
9775	EIF4A3
5610	EIF2AK2
154661	RUNDC3B
65264	UBE2Z
445329	SULT1A4
8761	PABPC4
6205	RPS11
55969	RAB5IF
25898	RCHY1
9879	DDX46
6118	RPA2
29081	METTL5
25972	UNC50
1639	DCTN1
64395	GMCL1
60559	SPCS3
9443	MED7
1352	COX10
7716	VEZF1
26118	WSB1
5822	PWP2
9126	SMC3
28972	SPCS1
10436	EMG1
11196	SEC23IP
9039	UBA3
6715	SRD5A1
55520	ELAC1
23384	SPECC1L
51690	LSM7
8666	EIF3G
6902	TBCA
8884	SLC5A6
7696	ZNF137P
29099	COMMD9
9349	RPL23
9475	ROCK2
5476	CTSA
2790	GNG10
9612	NCOR2
9341	VAMP3
7454	WAS
7978	MTERF1
51540	SCLY
1635	DCTD
5509	PPP1R3D
5552	SRGN
54458	PRR13
11062	DUS4L
54951	COMMD8
25796	PGLS
11252	PACSIN2
57720	GPR107
5481	PPID
9529	BAG5
201562	HACD2
51660	MPC1
5599	MAPK8
2218	FKTN
3927	LASP1
5935	RBM3
10960	LMAN2
663	BNIP2
150776	LOC150776
8553	BHLHE40
80349	WDR61
55832	CAND1
8905	AP1S2
79572	ATP13A3
79447	PAGR1
5253	PHF2
23560	GTPBP4
55109	AGGF1
57226	LYRM2
9777	TM9SF4
54521	WDR44
10396	ATP8A1
6132	RPL8
9512	PMPCB
1022	CDK7
442240	ZNF259P1
60682	SMAP1
5062	PAK2
57122	NUP107
2963	GTF2F2
79624	ARMT1
79847	MFSD13A
10262	SF3B4
55781	RIOK2
8195	MKKS
10023	FRAT1
10093	ARPC4
10254	STAM2
10287	RGS19
10321	CRISP3
10326	SIRPB1
10462	CLEC10A
10533	ATG7
10610	ST6GALNAC2
10645	CAMKK2
10875	FGL2
10891	PPARGC1A
10903	MTMR11
10924	SMPDL3A
10970	CKAP4
11026	LILRA3
11138	TBC1D8
1116	CHI3L1
11277	TREX1
112950	MED8
11326	VSIG4
114548	NLRP3
114885	OSBPL11
115207	KCTD12
116985	ARAP1
1200	TPP1
1230	CCR1
1318	SLC31A2
137886	UBXN2B
140	ADORA3
1436	CSF1R
1438	CSF2RA
1462	VCAN
1476	CSTB
1509	CTSD
1535	CYBA
1545	CYP1B1
158747	MOSPD2
1593	CYP27A1
168544	ZNF467
1824	DSC2
1827	RCAN1
1839	HBEGF
1912	PHC2
192286	HIGD2A
1959	EGR2
200315	APOBEC3A
2015	ADGRE1
2059	EPS8
2203	FBP1
2204	FCAR
2209	FCGR1A
221	ALDH3B1
2210	FCGR1B
2217	FCGRT
2219	FCN1
22846	VASH1
23012	STK38L
23166	STAB1
23179	RGL1
23312	DMXL2
23328	SASH1
23401	FRAT2
2352	FOLR3
23544	SEZ6L
23547	LILRA4
23569	PADI4
2358	FPR2
23601	CLEC5A
23765	IL17RA
2495	FTH1
25797	QPCT
25903	OLFML2B
26253	CLEC4E
26509	MYOF
27173	SLC39A1
2720	GLB1
27236	ARFIP1
27287	VENTX
2799	GNS
28959	TMEM176B
29108	PYCARD
29916	SNX11
29960	MRM2
29982	NRBF2
29992	PILRA
3082	HGF
3084	NRG1
3101	HK3
3176	HNMT
3240	HP
3383	ICAM1
353514	LILRA5
366	AQP9
3705	ITPK1
375035	SFT2D2
391	RHOG
3956	LGALS1
3957	LGALS2
4035	LRP1
4043	LRPAP1
4048	LTA4H
4125	MAN2B1
414308	NA
4210	MEFV
4317	MMP8
433	ASGR2
4542	MYO1F
4610	MYCL
4668	NAGA
4680	CEACAM6
4682	NUBP1
4688	NCF2
4758	NEU1
4783	NFIL3
4811	NID1
4814	NINJ1
4973	OLR1
5004	ORM1
50486	G0S2
5055	SERPINB2
51063	CALHM2
51177	PLEKHO1
51296	SLC15A3
51311	TLR8
51338	MS4A4A
51397	COMMD10
51734	MSRB1
5184	PEPD
5199	CFP
5229	PGGT1B
526	ATP6V1B2
5265	SERPINA1
5271	SERPINB8
5329	PLAUR
5330	PLCB2
54210	TREM1
54507	ADAMTSL4
54834	GDAP2
55022	PID1
55160	ARHGEF10L
55350	VNN3
55365	TMEM176A
55509	BATF3
55521	TRIM36
55625	ZDHHC7
55640	FLVCR2
5566	PRKACA
55701	ARHGEF40
55785	FGD6
55799	CACNA2D3
558	AXL
5580	PRKCD
55803	ADAP2
55911	APOBR
5663	PSEN1
56833	SLAMF8
5691	PSMB3
56935	SMCO4
57126	CD177
5724	PTAFR
5768	QSOX1
581	BAX
5877	RABIF
6038	RNASE4
6252	RTN1
6272	SORT1
6277	S100A6
6283	S100A12
634	CEACAM1
6398	SECTM1
64218	SEMA4A
64231	MS4A6A
64411	ARAP3
6446	SGK1
6452	SH3BP2
6507	SLC1A3
65220	NADK
653198	NA
6556	SLC11A1
6604	SMARCD3
6614	SIGLEC1
671	BPI
6799	SULT1A2
6813	STXBP2
6883	TAF12
6947	TCN1
7045	TGFBI
706	TSPO
7096	TLR1
7097	TLR2
7100	TLR5
7130	TNFAIP6
729659	S100A11P1
7408	VASP
7439	BEST1
7453	WARS
7518	XRCC4
79042	TSEN34
79056	PRRG4
79168	LILRA6
7941	PLA2G7
79650	USB1
79689	STEAP4
79932	KIAA0319L
79938	NA
79971	WLS
8021	NUP214
80301	PLEKHO2
8115	TCL1A
81609	SNX27
81831	NETO2
83716	CRISPLD2
8402	SLC25A11
84658	ADGRE3
8497	PPFIA4
8536	CAMK1
8566	PDXK
8677	STX10
8794	TNFRSF10C
8870	IER3
8972	MGAM
8986	RPS6KA4
90362	FAM110B
909	CD1A
9114	ATP6V0D1
91860	CALML4
929	CD14
9332	CD163
9398	CD101
9586	CREB5
968	CD68
9732	DOCK4
9764	KIAA0513
978	CDA
9997	SCO2
22920	KIFAP3
26019	UPF2
2947	GSTM3
